display_name,brand,model,reference_number,reference_key,search_text,market_price_usd,market_price_source,market_price_updated_at,shop_sources,source_count,data_quality,notes,updated_at
Rolex Daytona 116520,Rolex,Daytona,116520,116520,ROLEX DAYTONA 116520 116520 ROLEX DAYTONA 116520 AUTOMATIC STEEL 40 MM FAIR,27872,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,736,high,Manual verified example,2026-09-04
Zenith 95.L384.400/50.M384,Zenith,,95.L384.400/50.M384,95L38440050M384,ZENITH 95 L384 400 50 M384 95L38440050M384 ZENITH 95 L384 400 50 M384 37 MM,11880,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith A277,Zenith,,A277,A277,ZENITH A277 A277 ZENITH A277 40 MM,8713,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith CP-2,Zenith,,CP-2,CP2,ZENITH CP 2 CP2 ZENITH CP 2 43 MM,11378,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith Captain Chronograph 03.2110.400/01.C498,Zenith,Captain Chronograph,03.2110.400/01.C498,03211040001C498,ZENITH CAPTAIN CHRONOGRAPH 03 2110 400 01 C498 03211040001C498 ZENITH CAPTAIN CHRONOGRAPH 03 2110 400 01 C498 42 MM,4284,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith Chronomaster Sport 03.3105.3600/52.M3100,Zenith,Chronomaster Sport,03.3105.3600/52.M3100,033105360052M3100,ZENITH CHRONOMASTER SPORT 03 3105 3600 52 M3100 033105360052M3100 ZENITH CHRONOMASTER SPORT 03 3105 3600 52 M3100 STEEL 41 MM,11634,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith Defy 95.9000.670/78.R782,Zenith,Defy,95.9000.670/78.R782,95900067078R782,ZENITH DEFY 95 9000 670 78 R782 95900067078R782 ZENITH DEFY 95 9000 670 78 R782 TITANIUM 41 MM,6628,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith Defy 95.9000.8812/78.R584,Zenith,Defy,95.9000.8812/78.R584,959000881278R584,ZENITH DEFY 95 9000 8812 78 R584 959000881278R584 ZENITH DEFY 95 9000 8812 78 R584 TITANIUM 44 MM,86249,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith Defy El Primero 03.0526.4021,Zenith,Defy El Primero,03.0526.4021,0305264021,ZENITH DEFY EL PRIMERO 03 0526 4021 0305264021 ZENITH DEFY EL PRIMERO 03 0526 4021 42 MM,4830,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith Defy El Primero 95.9001.9004/01.R582,Zenith,Defy El Primero,95.9001.9004/01.R582,959001900401R582,ZENITH DEFY EL PRIMERO 95 9001 9004 01 R582 959001900401R582 ZENITH DEFY EL PRIMERO 95 9001 9004 01 R582 TITANIUM 44 MM,8141,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith El Primero A384,Zenith,El Primero,A384,A384,ZENITH EL PRIMERO A384 A384 ZENITH EL PRIMERO A384,14664,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith El Primero A385,Zenith,El Primero,A385,A385,ZENITH EL PRIMERO A385 A385 ZENITH EL PRIMERO A385 37 MM,10518,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith El Primero Chronomaster 96.2260.4061/21.R575,Zenith,El Primero Chronomaster,96.2260.4061/21.R575,962260406121R575,ZENITH EL PRIMERO CHRONOMASTER 96 2260 4061 21 R575 962260406121R575 ZENITH EL PRIMERO CHRONOMASTER 96 2260 4061 21 R575 45 MM,9986,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith Elite 18.3100.692/01.C922,Zenith,Elite,18.3100.692/01.C922,18310069201C922,ZENITH ELITE 18 3100 692 01 C922 18310069201C922 ZENITH ELITE 18 3100 692 01 C922 ROSE GOLD 40 5 MM,12654,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Zenith Elite Ultra Thin 18.2010.681/11.C498,Zenith,Elite Ultra Thin,18.2010.681/11.C498,18201068111C498,ZENITH ELITE ULTRA THIN 18 2010 681 11 C498 18201068111C498 ZENITH ELITE ULTRA THIN 18 2010 681 11 C498 ROSE GOLD 40 MM,9238,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,8,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne 0140177643185-SET,A. Lange & Söhne,,0140177643185-SET,0140177643185SET,A LANGE S HNE 0140177643185 SET 0140177643185SET A LANGE S HNE 0140177643185 SET 40 MM,3604,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne 157 157,A. Lange & Söhne,157,157,157,A LANGE S HNE 157 157 157 A LANGE S HNE 157 157 40 MM,3030,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne 1815 401.026,A. Lange & Söhne,1815,401.026,401026,A LANGE S HNE 1815 401 026 401026 A LANGE S HNE 1815 401 026 WHITE GOLD 39 MM,65469,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne 6000 6000,A. Lange & Söhne,6000,6000,6000,A LANGE S HNE 6000 6000 6000 A LANGE S HNE 6000 6000 38 5 MM,3492,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis 0140077694135-0782209PEB,A. Lange & Söhne,Aquis,0140077694135-0782209PEB,01400776941350782209PEB,A LANGE S HNE AQUIS 0140077694135 0782209PEB 01400776941350782209PEB A LANGE S HNE AQUIS 0140077694135 0782209PEB STEEL 41 5 MM,2894,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis 0140077694157-0782209PEB,A. Lange & Söhne,Aquis,0140077694157-0782209PEB,01400776941570782209PEB,A LANGE S HNE AQUIS 0140077694157 0782209PEB 01400776941570782209PEB A LANGE S HNE AQUIS 0140077694157 0782209PEB STEEL 41 5 MM,3023,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis 0175277334135-0782405PEB,A. Lange & Söhne,Aquis,0175277334135-0782405PEB,01752773341350782405PEB,A LANGE S HNE AQUIS 0175277334135 0782405PEB 01752773341350782405PEB A LANGE S HNE AQUIS 0175277334135 0782405PEB STEEL 46 MM,2041,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis Date 0140077694135-0742274FC,A. Lange & Söhne,Aquis Date,0140077694135-0742274FC,01400776941350742274FC,A LANGE S HNE AQUIS DATE 0140077694135 0742274FC 01400776941350742274FC A LANGE S HNE AQUIS DATE 0140077694135 0742274FC 41 5 MM,2926,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis Date 0173377304154-0782405PEB,A. Lange & Söhne,Aquis Date,0173377304154-0782405PEB,01733773041540782405PEB,A LANGE S HNE AQUIS DATE 0173377304154 0782405PEB 01733773041540782405PEB A LANGE S HNE AQUIS DATE 0173377304154 0782405PEB STEEL 44 MM,1966,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis Depth Gauge 0173376754154-SET,A. Lange & Söhne,Aquis Depth Gauge,0173376754154-SET,0173376754154SET,A LANGE S HNE AQUIS DEPTH GAUGE 0173376754154 SET 0173376754154SET A LANGE S HNE AQUIS DEPTH GAUGE 0173376754154 SET 46 MM,2824,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis Depth Gauge 0173377554154-SETRS,A. Lange & Söhne,Aquis Depth Gauge,0173377554154-SETRS,0173377554154SETRS,A LANGE S HNE AQUIS DEPTH GAUGE 0173377554154 SETRS 0173377554154SETRS A LANGE S HNE AQUIS DEPTH GAUGE 0173377554154 SETRS STEEL 45 8 MM,3559,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis Titanium Date 0173377307153-0742463TEB,A. Lange & Söhne,Aquis Titanium Date,0173377307153-0742463TEB,01733773071530742463TEB,A LANGE S HNE AQUIS TITANIUM DATE 0173377307153 0742463TEB 01733773071530742463TEB A LANGE S HNE AQUIS TITANIUM DATE 0173377307153 0742463TEB TITANIUM 44 MM,2011,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Aquis Titanium Date 0173377307153-0742464TEB,A. Lange & Söhne,Aquis Titanium Date,0173377307153-0742464TEB,01733773071530742464TEB,A LANGE S HNE AQUIS TITANIUM DATE 0173377307153 0742464TEB 01733773071530742464TEB A LANGE S HNE AQUIS TITANIUM DATE 0173377307153 0742464TEB TITANIUM 44 MM,2011,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Big Crown ProPilot 0111577597153-SET52204TLC,A. Lange & Söhne,Big Crown ProPilot,0111577597153-SET52204TLC,0111577597153SET52204TLC,A LANGE S HNE BIG CROWN PROPILOT 0111577597153 SET52204TLC 0111577597153SET52204TLC A LANGE S HNE BIG CROWN PROPILOT 0111577597153 SET52204TLC 44 MM,6779,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Big Crown ProPilot Day Date 0175277604065-0732205LC,A. Lange & Söhne,Big Crown ProPilot Day Date,0175277604065-0732205LC,01752776040650732205LC,A LANGE S HNE BIG CROWN PROPILOT DAY DATE 0175277604065 0732205LC 01752776040650732205LC A LANGE S HNE BIG CROWN PROPILOT DAY DATE 0175277604065 0732205LC 44 MM,1915,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Big Crown ProPilot Day Date 0175277604164-0732202LC,A. Lange & Söhne,Big Crown ProPilot Day Date,0175277604164-0732202LC,01752776041640732202LC,A LANGE S HNE BIG CROWN PROPILOT DAY DATE 0175277604164 0732202LC 01752776041640732202LC A LANGE S HNE BIG CROWN PROPILOT DAY DATE 0175277604164 0732202LC 44 MM,1852,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Big Crown ProPilot Day Date 0175277604164-0782208,A. Lange & Söhne,Big Crown ProPilot Day Date,0175277604164-0782208,01752776041640782208,A LANGE S HNE BIG CROWN PROPILOT DAY DATE 0175277604164 0782208 01752776041640782208 A LANGE S HNE BIG CROWN PROPILOT DAY DATE 0175277604164 0782208 44 MM,2090,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Carl Brashear 0173377203185-SETLS,A. Lange & Söhne,Carl Brashear,0173377203185-SETLS,0173377203185SETLS,A LANGE S HNE CARL BRASHEAR 0173377203185 SETLS 0173377203185SETLS A LANGE S HNE CARL BRASHEAR 0173377203185 SETLS 42 MM,2649,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Datograph 405.031,A. Lange & Söhne,Datograph,405.031,405031,A LANGE S HNE DATOGRAPH 405 031 405031 A LANGE S HNE DATOGRAPH 405 031 41 MM,84500,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Divers Sixty Five 0173377074055-0742018,A. Lange & Söhne,Divers Sixty Five,0173377074055-0742018,01733770740550742018,A LANGE S HNE DIVERS SIXTY FIVE 0173377074055 0742018 01733770740550742018 A LANGE S HNE DIVERS SIXTY FIVE 0173377074055 0742018 STEEL 40 MM,1977,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Divers Sixty Five 0173377204035-0752113,A. Lange & Söhne,Divers Sixty Five,0173377204035-0752113,01733772040350752113,A LANGE S HNE DIVERS SIXTY FIVE 0173377204035 0752113 01733772040350752113 A LANGE S HNE DIVERS SIXTY FIVE 0173377204035 0752113 STEEL 42 MM,1934,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Divers Sixty Five 0173377204354-0752145,A. Lange & Söhne,Divers Sixty Five,0173377204354-0752145,01733772043540752145,A LANGE S HNE DIVERS SIXTY FIVE 0173377204354 0752145 01733772043540752145 A LANGE S HNE DIVERS SIXTY FIVE 0173377204354 0752145 42 MM,1993,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Divers Sixty Five 0173377713157-0781915,A. Lange & Söhne,Divers Sixty Five,0173377713157-0781915,01733777131570781915,A LANGE S HNE DIVERS SIXTY FIVE 0173377713157 0781915 01733777131570781915 A LANGE S HNE DIVERS SIXTY FIVE 0173377713157 0781915 BRONZE 38 MM,2485,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Grand Lange 1 115.031,A. Lange & Söhne,Grand Lange 1,115.031,115031,A LANGE S HNE GRAND LANGE 1 115 031 115031 A LANGE S HNE GRAND LANGE 1 115 031 ROSE GOLD 42 X 50 MM,28131,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Lange 1 109.021,A. Lange & Söhne,Lange 1,109.021,109021,A LANGE S HNE LANGE 1 109 021 109021 A LANGE S HNE LANGE 1 109 021 YELLOW GOLD 38 5 MM,34909,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Lange 1 116.025,A. Lange & Söhne,Lange 1,116.025,116025,A LANGE S HNE LANGE 1 116 025 116025 A LANGE S HNE LANGE 1 116 025 41 9 MM,46500,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Lange 1 191.039,A. Lange & Söhne,Lange 1,191.039,191039,A LANGE S HNE LANGE 1 191 039 191039 A LANGE S HNE LANGE 1 191 039 38 5 MM,32778,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne Langematik Perpetual 310.025,A. Lange & Söhne,Langematik Perpetual,310.025,310025,A LANGE S HNE LANGEMATIK PERPETUAL 310 025 310025 A LANGE S HNE LANGEMATIK PERPETUAL 310 025 38 5 MM,69480,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne RM 011 RM011-03,A. Lange & Söhne,RM 011,RM011-03,RM01103,A LANGE S HNE RM 011 RM011 03 RM01103 A LANGE S HNE RM 011 RM011 03,378468,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne RM 028 RM028,A. Lange & Söhne,RM 028,RM028,RM028,A LANGE S HNE RM 028 RM028 RM028 A LANGE S HNE RM 028 RM028 47 MM,111200,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne RM 035 RM35-01,A. Lange & Söhne,RM 035,RM35-01,RM3501,A LANGE S HNE RM 035 RM35 01 RM3501 A LANGE S HNE RM 035 RM35 01 49 94 X 42 MM,378468,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne RM 061 RM61-01,A. Lange & Söhne,RM 061,RM61-01,RM6101,A LANGE S HNE RM 061 RM61 01 RM6101 A LANGE S HNE RM 061 RM61 01 50 23 X 42 7 MM,404736,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne RM033,A. Lange & Söhne,,RM033,RM033,A LANGE S HNE RM033 RM033 A LANGE S HNE RM033 41 7 MM,104767,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
A. Lange & Söhne U1 1010,A. Lange & Söhne,U1,1010,1010,A LANGE S HNE U1 1010 1010 A LANGE S HNE U1 1010 44 MM,2025,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Code 11.59 15210BC.OO.A002CR.01,Audemars Piguet,Code 11.59,15210BC.OO.A002CR.01,15210BCOOA002CR01,AUDEMARS PIGUET CODE 11 59 15210BC OO A002CR 01 15210BCOOA002CR01 AUDEMARS PIGUET CODE 11 59 15210BC OO A002CR 01 WHITE GOLD 41 MM,25900,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Code 11.59 15210CR.OO.A002KB.01,Audemars Piguet,Code 11.59,15210CR.OO.A002KB.01,15210CROOA002KB01,AUDEMARS PIGUET CODE 11 59 15210CR OO A002KB 01 15210CROOA002KB01 AUDEMARS PIGUET CODE 11 59 15210CR OO A002KB 01 41 MM,31500,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Code 11.59 15210OR.OO.A002KB.02,Audemars Piguet,Code 11.59,15210OR.OO.A002KB.02,15210OROOA002KB02,AUDEMARS PIGUET CODE 11 59 15210OR OO A002KB 02 15210OROOA002KB02 AUDEMARS PIGUET CODE 11 59 15210OR OO A002KB 02 ROSE GOLD 41 MM,32500,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Code 11.59 15210OR.OO.A099CR.01,Audemars Piguet,Code 11.59,15210OR.OO.A099CR.01,15210OROOA099CR01,AUDEMARS PIGUET CODE 11 59 15210OR OO A099CR 01 15210OROOA099CR01 AUDEMARS PIGUET CODE 11 59 15210OR OO A099CR 01 41 MM,27950,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Code 11.59 26393BC.OO.A002CR.01,Audemars Piguet,Code 11.59,26393BC.OO.A002CR.01,26393BCOOA002CR01,AUDEMARS PIGUET CODE 11 59 26393BC OO A002CR 01 26393BCOOA002CR01 AUDEMARS PIGUET CODE 11 59 26393BC OO A002CR 01 WHITE GOLD 41 MM,40054,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Code 11.59 26393OR.OO.A321CR.01,Audemars Piguet,Code 11.59,26393OR.OO.A321CR.01,26393OROOA321CR01,AUDEMARS PIGUET CODE 11 59 26393OR OO A321CR 01 26393OROOA321CR01 AUDEMARS PIGUET CODE 11 59 26393OR OO A321CR 01 ROSE GOLD 41 MM,41891,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Jules Audemars 15056OR.OO.A067CR.02,Audemars Piguet,Jules Audemars,15056OR.OO.A067CR.02,15056OROOA067CR02,AUDEMARS PIGUET JULES AUDEMARS 15056OR OO A067CR 02 15056OROOA067CR02 AUDEMARS PIGUET JULES AUDEMARS 15056OR OO A067CR 02 36 MM,10250,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Millenary 26150ST.OO.D084CU.01,Audemars Piguet,Millenary,26150ST.OO.D084CU.01,26150STOOD084CU01,AUDEMARS PIGUET MILLENARY 26150ST OO D084CU 01 26150STOOD084CU01 AUDEMARS PIGUET MILLENARY 26150ST OO D084CU 01 45 MM,11821,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Millenary Chronograph 26069PT.OO.D028CR.01,Audemars Piguet,Millenary Chronograph,26069PT.OO.D028CR.01,26069PTOOD028CR01,AUDEMARS PIGUET MILLENARY CHRONOGRAPH 26069PT OO D028CR 01 26069PTOOD028CR01 AUDEMARS PIGUET MILLENARY CHRONOGRAPH 26069PT OO D028CR 01 PLATINUM 47 MM,119750,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Millenary Ladies 77247OR.ZZ.1272OR.01,Audemars Piguet,Millenary Ladies,77247OR.ZZ.1272OR.01,77247ORZZ1272OR01,AUDEMARS PIGUET MILLENARY LADIES 77247OR ZZ 1272OR 01 77247ORZZ1272OR01 AUDEMARS PIGUET MILLENARY LADIES 77247OR ZZ 1272OR 01 39 5 MM,39365,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Promesse 67259ST.ZZ.1156ST.03,Audemars Piguet,Promesse,67259ST.ZZ.1156ST.03,67259STZZ1156ST03,AUDEMARS PIGUET PROMESSE 67259ST ZZ 1156ST 03 67259STZZ1156ST03 AUDEMARS PIGUET PROMESSE 67259ST ZZ 1156ST 03,3960,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak 14800,Audemars Piguet,Royal Oak,14800,14800,AUDEMARS PIGUET ROYAL OAK 14800 14800 AUDEMARS PIGUET ROYAL OAK 14800,34316,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak 15189ST,Audemars Piguet,Royal Oak,15189ST,15189ST,AUDEMARS PIGUET ROYAL OAK 15189ST 15189ST AUDEMARS PIGUET ROYAL OAK 15189ST,27662,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak 56303SA,Audemars Piguet,Royal Oak,56303SA,56303SA,AUDEMARS PIGUET ROYAL OAK 56303SA 56303SA AUDEMARS PIGUET ROYAL OAK 56303SA 33 MM,11362,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak 6008BA,Audemars Piguet,Royal Oak,6008BA,6008BA,AUDEMARS PIGUET ROYAL OAK 6008BA 6008BA AUDEMARS PIGUET ROYAL OAK 6008BA 30 MM,24102,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak 67611ST.ZZ.D012CR.01,Audemars Piguet,Royal Oak,67611ST.ZZ.D012CR.01,67611STZZD012CR01,AUDEMARS PIGUET ROYAL OAK 67611ST ZZ D012CR 01 67611STZZD012CR01 AUDEMARS PIGUET ROYAL OAK 67611ST ZZ D012CR 01 STEEL 33 MM,16000,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak 77350CE.OO.1266CE.02.A,Audemars Piguet,Royal Oak,77350CE.OO.1266CE.02.A,77350CEOO1266CE02A,AUDEMARS PIGUET ROYAL OAK 77350CE OO 1266CE 02 A 77350CEOO1266CE02A AUDEMARS PIGUET ROYAL OAK 77350CE OO 1266CE 02 A 34 MM,92000,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak Chronograph 25979ST.0.0002CA.01,Audemars Piguet,Royal Oak Chronograph,25979ST.0.0002CA.01,25979ST00002CA01,AUDEMARS PIGUET ROYAL OAK CHRONOGRAPH 25979ST 0 0002CA 01 25979ST00002CA01 AUDEMARS PIGUET ROYAL OAK CHRONOGRAPH 25979ST 0 0002CA 01,29995,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak Chronograph 26240OR.OO.1320OR.05,Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.05,26240OROO1320OR05,AUDEMARS PIGUET ROYAL OAK CHRONOGRAPH 26240OR OO 1320OR 05 26240OROO1320OR05 AUDEMARS PIGUET ROYAL OAK CHRONOGRAPH 26240OR OO 1320OR 05 41 MM,130000,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Audemars Piguet Royal Oak Chronograph 26331BC.GG.1224BC.03,Audemars Piguet,Royal Oak Chronograph,26331BC.GG.1224BC.03,26331BCGG1224BC03,AUDEMARS PIGUET ROYAL OAK CHRONOGRAPH 26331BC GG 1224BC 03 26331BCGG1224BC03 AUDEMARS PIGUET ROYAL OAK CHRONOGRAPH 26331BC GG 1224BC 03 WHITE GOLD 41 0 MM,189753,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,7,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
