display_name,brand,model,reference_number,reference_key,search_text,market_price_usd,market_price_source,market_price_updated_at,shop_sources,source_count,data_quality,notes,updated_at
Rolex Daytona 116520,Rolex,Daytona,116520,116520,ROLEX DAYTONA 116520 116520 ROLEX DAYTONA 116520 AUTOMATIC STEEL 40 MM FAIR,27872,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,736,high,Manual verified example,2026-09-04
Rolex Datejust 41 126334,Rolex,Datejust 41,126334,126334,ROLEX DATEJUST 41 126334 126334 ROLEX DATEJUST 41 126334 AUTOMATIC STEEL 41 MM NEW,15186,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,1988,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 41 126300,Rolex,Datejust 41,126300,126300,ROLEX DATEJUST 41 126300 126300 ROLEX DATEJUST 41 126300 41 MM VERY GOOD,11611,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,1537,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 16233,Rolex,Datejust 36,16233,16233,ROLEX DATEJUST 36 16233 16233 ROLEX DATEJUST 36 16233 36 MM VERY GOOD,7584,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,944,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 126234,Rolex,Datejust 36,126234,126234,ROLEX DATEJUST 36 126234 126234 ROLEX DATEJUST 36 126234 AUTOMATIC STEEL 36 MM NEW,13338,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,923,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Lady-Datejust 69173,Rolex,Lady-Datejust,69173,69173,ROLEX LADY DATEJUST 69173 69173 ROLEX LADY DATEJUST 69173 AUTOMATIC GOLD STEEL 26 MM VERY GOOD,5131,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,838,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Explorer II 16570,Rolex,Explorer II,16570,16570,ROLEX EXPLORER II 16570 16570 ROLEX EXPLORER II 16570 NEW,9536,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,765,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 116500LN,Rolex,Daytona,116500LN,116500LN,ROLEX DAYTONA 116500LN 116500LN ROLEX DAYTONA 116500LN AUTOMATIC STEEL 40 MM UNWORN,33963,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,759,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Oyster Perpetual 41 124300,Rolex,Oyster Perpetual 41,124300,124300,ROLEX OYSTER PERPETUAL 41 124300 124300 ROLEX OYSTER PERPETUAL 41 124300 AUTOMATIC STEEL 41 MM UNWORN,11274,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,723,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 41 126333,Rolex,Datejust 41,126333,126333,ROLEX DATEJUST 41 126333 126333 ROLEX DATEJUST 41 126333 41 MM VERY GOOD,17000,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,699,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner Date 16610,Rolex,Submariner Date,16610,16610,ROLEX SUBMARINER DATE 16610 16610 ROLEX SUBMARINER DATE 16610 AUTOMATIC STEEL 40 MM GOOD,11350,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,655,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 16234,Rolex,Datejust 36,16234,16234,ROLEX DATEJUST 36 16234 16234 ROLEX DATEJUST 36 16234 AUTOMATIC STEEL 36 MM VERY GOOD,7546,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,648,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Sky-Dweller 326934,Rolex,Sky-Dweller,326934,326934,ROLEX SKY DWELLER 326934 326934 ROLEX SKY DWELLER 326934 42 MM VERY GOOD,24263,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,637,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 126200,Rolex,Datejust 36,126200,126200,ROLEX DATEJUST 36 126200 126200 ROLEX DATEJUST 36 126200 AUTOMATIC STEEL 36 MM NEW,10451,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,593,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 41 126331,Rolex,Datejust 41,126331,126331,ROLEX DATEJUST 41 126331 126331 ROLEX DATEJUST 41 126331 41 MM VERY GOOD,18050,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,586,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex GMT-Master II 126710BLNR,Rolex,GMT-Master II,126710BLNR,126710BLNR,ROLEX GMT MASTER II 126710BLNR 126710BLNR ROLEX GMT MASTER II 126710BLNR AUTOMATIC STEEL 40 MM UNWORN,19614,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,564,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex GMT-Master II 16710,Rolex,GMT-Master II,16710,16710,ROLEX GMT MASTER II 16710 16710 ROLEX GMT MASTER II 16710 AUTOMATIC STEEL 40 MM VERY GOOD,14875,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,541,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 116503,Rolex,Daytona,116503,116503,ROLEX DAYTONA 116503 116503 ROLEX DAYTONA 116503 AUTOMATIC GOLD STEEL 40 MM GOOD,26282,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,479,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Oyster Perpetual 36 126000,Rolex,Oyster Perpetual 36,126000,126000,ROLEX OYSTER PERPETUAL 36 126000 126000 ROLEX OYSTER PERPETUAL 36 126000 AUTOMATIC STEEL 36 MM NEW,11511,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,470,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 116234,Rolex,Datejust 36,116234,116234,ROLEX DATEJUST 36 116234 116234 ROLEX DATEJUST 36 116234 AUTOMATIC STEEL 36 MM VERY GOOD,9787,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,464,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex GMT-Master II 126710BLRO,Rolex,GMT-Master II,126710BLRO,126710BLRO,ROLEX GMT MASTER II 126710BLRO 126710BLRO ROLEX GMT MASTER II 126710BLRO 40 MM VERY GOOD,22750,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,464,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 1601,Rolex,Datejust 36,1601,1601,ROLEX DATEJUST 36 1601 1601 ROLEX DATEJUST 36 1601 36 MM VERY GOOD,5519,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,462,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 126233,Rolex,Datejust 36,126233,126233,ROLEX DATEJUST 36 126233 126233 ROLEX DATEJUST 36 126233 AUTOMATIC YELLOW GOLD 36 MM NEW,16372,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,440,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Day-Date 40 228238,Rolex,Day-Date 40,228238,228238,ROLEX DAY DATE 40 228238 228238 ROLEX DAY DATE 40 228238 40 MM UNWORN,48900,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,431,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Day-Date 40 228235,Rolex,Day-Date 40,228235,228235,ROLEX DAY DATE 40 228235 228235 ROLEX DAY DATE 40 228235 40 MM VERY GOOD,54800,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,423,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 16013,Rolex,Datejust 36,16013,16013,ROLEX DATEJUST 36 16013 16013 ROLEX DATEJUST 36 16013 AUTOMATIC GOLD STEEL 36 MM VERY GOOD,6545,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,420,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner Date 16613,Rolex,Submariner Date,16613,16613,ROLEX SUBMARINER DATE 16613 16613 ROLEX SUBMARINER DATE 16613 40 MM GOOD,13110,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,412,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Milgauss 116400GV,Rolex,Milgauss,116400GV,116400GV,ROLEX MILGAUSS 116400GV 116400GV ROLEX MILGAUSS 116400GV 40 MM UNWORN,13547,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,407,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Explorer II 216570,Rolex,Explorer II,216570,216570,ROLEX EXPLORER II 216570 216570 ROLEX EXPLORER II 216570 AUTOMATIC STEEL 42 MM UNWORN,11849,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,402,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner Date 126610LV,Rolex,Submariner Date,126610LV,126610LV,ROLEX SUBMARINER DATE 126610LV 126610LV ROLEX SUBMARINER DATE 126610LV 41 MM VERY GOOD,18448,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,400,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 116508,Rolex,Daytona,116508,116508,ROLEX DAYTONA 116508 116508 ROLEX DAYTONA 116508 AUTOMATIC YELLOW GOLD 40 MM NEW,74298,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,393,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 116509,Rolex,Daytona,116509,116509,ROLEX DAYTONA 116509 116509 ROLEX DAYTONA 116509 AUTOMATIC WHITE GOLD 40 MM GOOD,52844,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,392,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Sea-Dweller 4000 16600,Rolex,Sea-Dweller 4000,16600,16600,ROLEX SEA DWELLER 4000 16600 16600 ROLEX SEA DWELLER 4000 16600 AUTOMATIC STEEL 40 MM VERY GOOD,11246,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,384,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Sky-Dweller 326933,Rolex,Sky-Dweller,326933,326933,ROLEX SKY DWELLER 326933 326933 ROLEX SKY DWELLER 326933 AUTOMATIC GOLD STEEL 42 MM NEW,22542,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,384,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner Date 126610LN,Rolex,Submariner Date,126610LN,126610LN,ROLEX SUBMARINER DATE 126610LN 126610LN ROLEX SUBMARINER DATE 126610LN AUTOMATIC STEEL 41 X 40 MM NEW,15762,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,377,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 116505,Rolex,Daytona,116505,116505,ROLEX DAYTONA 116505 116505 ROLEX DAYTONA 116505 AUTOMATIC ROSE GOLD 40 MM VERY GOOD,60308,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,375,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 126231,Rolex,Datejust 36,126231,126231,ROLEX DATEJUST 36 126231 126231 ROLEX DATEJUST 36 126231 AUTOMATIC GOLD STEEL 36 MM NEW,16990,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,370,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Explorer 214270,Rolex,Explorer,214270,214270,ROLEX EXPLORER 214270 214270 ROLEX EXPLORER 214270 AUTOMATIC STEEL 39 MM VERY GOOD,9141,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,368,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 116515LN,Rolex,Daytona,116515LN,116515LN,ROLEX DAYTONA 116515LN 116515LN ROLEX DAYTONA 116515LN AUTOMATIC ROSE GOLD 40 MM GOOD,48404,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,354,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner Date 16610LV,Rolex,Submariner Date,16610LV,16610LV,ROLEX SUBMARINER DATE 16610LV 16610LV ROLEX SUBMARINER DATE 16610LV 40 MM VERY GOOD,19128,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,351,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner Date 116610LN,Rolex,Submariner Date,116610LN,116610LN,ROLEX SUBMARINER DATE 116610LN 116610LN ROLEX SUBMARINER DATE 116610LN AUTOMATIC STEEL 40 MM UNWORN,14275,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,350,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex GMT-Master II 116710LN,Rolex,GMT-Master II,116710LN,116710LN,ROLEX GMT MASTER II 116710LN 116710LN ROLEX GMT MASTER II 116710LN AUTOMATIC STEEL 40 MM VERY GOOD,14790,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,348,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 116200,Rolex,Datejust 36,116200,116200,ROLEX DATEJUST 36 116200 116200 ROLEX DATEJUST 36 116200 AUTOMATIC STEEL 36 MM VERY GOOD,8200,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,345,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Air King 116900,Rolex,Air King,116900,116900,ROLEX AIR KING 116900 116900 ROLEX AIR KING 116900 40 MM UNWORN,9943,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,344,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex GMT-Master II 126711CHNR,Rolex,GMT-Master II,126711CHNR,126711CHNR,ROLEX GMT MASTER II 126711CHNR 126711CHNR ROLEX GMT MASTER II 126711CHNR AUTOMATIC GOLD STEEL 40 MM UNWORN,22844,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,342,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex GMT-Master II 126720VTNR,Rolex,GMT-Master II,126720VTNR,126720VTNR,ROLEX GMT MASTER II 126720VTNR 126720VTNR ROLEX GMT MASTER II 126720VTNR AUTOMATIC STEEL 40 MM NEW,24888,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,341,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Day-Date 36 18038,Rolex,Day-Date 36,18038,18038,ROLEX DAY DATE 36 18038 18038 ROLEX DAY DATE 36 18038 36 MM VERY GOOD,18452,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,340,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 116233,Rolex,Datejust 36,116233,116233,ROLEX DATEJUST 36 116233 116233 ROLEX DATEJUST 36 116233 AUTOMATIC GOLD STEEL 36 MM VERY GOOD,11000,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,336,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Day-Date 36 18238,Rolex,Day-Date 36,18238,18238,ROLEX DAY DATE 36 18238 18238 ROLEX DAY DATE 36 18238 AUTOMATIC YELLOW GOLD 36 MM VERY GOOD,20700,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,336,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Explorer 114270,Rolex,Explorer,114270,114270,ROLEX EXPLORER 114270 114270 ROLEX EXPLORER 114270 AUTOMATIC STEEL 36 MM VERY GOOD,7499,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,335,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Lady-Datejust 69174,Rolex,Lady-Datejust,69174,69174,ROLEX LADY DATEJUST 69174 69174 ROLEX LADY DATEJUST 69174 AUTOMATIC STEEL 26 MM VERY GOOD,4841,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,334,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 31 278274,Rolex,Datejust 31,278274,278274,ROLEX DATEJUST 31 278274 278274 ROLEX DATEJUST 31 278274 AUTOMATIC STEEL 31 MM NEW,12515,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,331,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner Date 116610LV,Rolex,Submariner Date,116610LV,116610LV,ROLEX SUBMARINER DATE 116610LV 116610LV ROLEX SUBMARINER DATE 116610LV 40 MM VERY GOOD,23000,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,329,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Yacht-Master 40 126622,Rolex,Yacht-Master 40,126622,126622,ROLEX YACHT MASTER 40 126622 126622 ROLEX YACHT MASTER 40 126622 40 MM VERY GOOD,16364,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,322,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 16520,Rolex,Daytona,16520,16520,ROLEX DAYTONA 16520 16520 ROLEX DAYTONA 16520 40 MM UNWORN,36428,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,315,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Sea-Dweller Deepsea 126660,Rolex,Sea-Dweller Deepsea,126660,126660,ROLEX SEA DWELLER DEEPSEA 126660 126660 ROLEX SEA DWELLER DEEPSEA 126660 44 MM UNWORN,16870,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,309,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner (No Date) 5513,Rolex,Submariner (No Date),5513,5513,ROLEX SUBMARINER NO DATE 5513 5513 ROLEX SUBMARINER NO DATE 5513 AUTOMATIC STEEL 40 MM GOOD,17840,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,309,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Sea-Dweller 126600,Rolex,Sea-Dweller,126600,126600,ROLEX SEA DWELLER 126600 126600 ROLEX SEA DWELLER 126600 AUTOMATIC STEEL 43 MM UNWORN,15749,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,305,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Sea-Dweller Deepsea 116660,Rolex,Sea-Dweller Deepsea,116660,116660,ROLEX SEA DWELLER DEEPSEA 116660 116660 ROLEX SEA DWELLER DEEPSEA 116660 44 MM UNWORN,14115,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,305,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 116523,Rolex,Daytona,116523,116523,ROLEX DAYTONA 116523 116523 ROLEX DAYTONA 116523 40 MM UNWORN,22598,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,302,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Oyster Perpetual 31 277200,Rolex,Oyster Perpetual 31,277200,277200,ROLEX OYSTER PERPETUAL 31 277200 277200 ROLEX OYSTER PERPETUAL 31 277200 AUTOMATIC STEEL 31 MM NEW,9395,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,300,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 16220,Rolex,Datejust 36,16220,16220,ROLEX DATEJUST 36 16220 16220 ROLEX DATEJUST 36 16220 36 MM VERY GOOD,6882,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,297,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Explorer II 226570,Rolex,Explorer II,226570,226570,ROLEX EXPLORER II 226570 226570 ROLEX EXPLORER II 226570 AUTOMATIC STEEL 42 MM NEW,13004,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,294,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex GMT-Master 1675,Rolex,GMT-Master,1675,1675,ROLEX GMT MASTER 1675 1675 ROLEX GMT MASTER 1675 AUTOMATIC STEEL 40 MM VERY GOOD,22423,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,289,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Tudor Black Bay Fifty-Eight 79030B,Tudor,Black Bay Fifty-Eight,79030B,79030B,TUDOR BLACK BAY FIFTY EIGHT 79030B 79030B TUDOR BLACK BAY FIFTY EIGHT 79030B 39 MM,3495,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,275,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Lady-Datejust 69178,Rolex,Lady-Datejust,69178,69178,ROLEX LADY DATEJUST 69178 69178 ROLEX LADY DATEJUST 69178 26 MM VERY GOOD,9980,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,270,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Oyster Perpetual Date 1500,Rolex,Oyster Perpetual Date,1500,1500,ROLEX OYSTER PERPETUAL DATE 1500 1500 ROLEX OYSTER PERPETUAL DATE 1500 34 MM VERY GOOD,4451,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,269,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Oysterdate Precision 6694,Rolex,Oysterdate Precision,6694,6694,ROLEX OYSTERDATE PRECISION 6694 6694 ROLEX OYSTERDATE PRECISION 6694 34 MM FAIR,3499,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,269,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner (No Date) 124060,Rolex,Submariner (No Date),124060,124060,ROLEX SUBMARINER NO DATE 124060 124060 ROLEX SUBMARINER NO DATE 124060 AUTOMATIC STEEL 41 X 40 MM NEW,14095,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,268,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Air King 14000,Rolex,Air King,14000,14000,ROLEX AIR KING 14000 14000 ROLEX AIR KING 14000 AUTOMATIC STEEL 34 MM GOOD,5064,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,264,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust II 116334,Rolex,Datejust II,116334,116334,ROLEX DATEJUST II 116334 116334 ROLEX DATEJUST II 116334 41 MM VERY GOOD,11595,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,261,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 36 16200,Rolex,Datejust 36,16200,16200,ROLEX DATEJUST 36 16200 16200 ROLEX DATEJUST 36 16200 AUTOMATIC STEEL 36 MM GOOD,6766,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,258,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Day-Date 40 228239,Rolex,Day-Date 40,228239,228239,ROLEX DAY DATE 40 228239 228239 ROLEX DAY DATE 40 228239 AUTOMATIC WHITE GOLD UNWORN,48352,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,256,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Daytona 116518LN,Rolex,Daytona,116518LN,116518LN,ROLEX DAYTONA 116518LN 116518LN ROLEX DAYTONA 116518LN AUTOMATIC YELLOW GOLD 40 MM VERY GOOD,49500,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,253,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust II 116300,Rolex,Datejust II,116300,116300,ROLEX DATEJUST II 116300 116300 ROLEX DATEJUST II 116300 41 MM UNWORN,10300,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,248,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Lady-Datejust 79174,Rolex,Lady-Datejust,79174,79174,ROLEX LADY DATEJUST 79174 79174 ROLEX LADY DATEJUST 79174 AUTOMATIC STEEL 26 MM GOOD,4950,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,248,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 31 278273,Rolex,Datejust 31,278273,278273,ROLEX DATEJUST 31 278273 278273 ROLEX DATEJUST 31 278273 AUTOMATIC GOLD STEEL 31 X 37 MM UNWORN,17308,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,246,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner Date 126613LB,Rolex,Submariner Date,126613LB,126613LB,ROLEX SUBMARINER DATE 126613LB 126613LB ROLEX SUBMARINER DATE 126613LB 41 MM UNWORN,19773,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,246,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Datejust 31 68273,Rolex,Datejust 31,68273,68273,ROLEX DATEJUST 31 68273 68273 ROLEX DATEJUST 31 68273 AUTOMATIC GOLD STEEL 31 MM GOOD,7352,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,240,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Tudor Black Bay GMT 79830RB,Tudor,Black Bay GMT,79830RB,79830RB,TUDOR BLACK BAY GMT 79830RB 79830RB TUDOR BLACK BAY GMT 79830RB 41 MM,4017,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,240,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Oyster Perpetual 39 114300,Rolex,Oyster Perpetual 39,114300,114300,ROLEX OYSTER PERPETUAL 39 114300 114300 ROLEX OYSTER PERPETUAL 39 114300 39 MM UNWORN,9563,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,239,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex GMT-Master 16700,Rolex,GMT-Master,16700,16700,ROLEX GMT MASTER 16700 16700 ROLEX GMT MASTER 16700 AUTOMATIC STEEL 40 MM VERY GOOD,14067,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,237,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Oyster Perpetual Date 15200,Rolex,Oyster Perpetual Date,15200,15200,ROLEX OYSTER PERPETUAL DATE 15200 15200 ROLEX OYSTER PERPETUAL DATE 15200 AUTOMATIC STEEL 34 MM VERY GOOD,5530,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,237,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
Rolex Submariner (No Date) 114060,Rolex,Submariner (No Date),114060,114060,ROLEX SUBMARINER NO DATE 114060 114060 ROLEX SUBMARINER NO DATE 114060 AUTOMATIC STEEL 40 MM VERY GOOD,12809,webscrapped_watch_dataset_median,2026-09-04,Chrono24 dataset,233,medium,Median price from open historical/active listings dataset; not live appraisal.,2026-09-04
